transaction_date,buyer_first_name,buyer_last_name,buyer_location,buyer_date_of_birth,payment_method,quantity_purchased,product_code,sales_representative,gender
45313,Brad,Foster,New York,36529,Credit Card,124,Pro08,Joseph Hill,Male
45338,Monica,Martinez,Philadelphia,30616,Mobile Payment,180,Pro10,Tracy Lee,Male
45463,Samantha,Curtis,San Antonio,27783,Credit Card,432,Pro09,Sara Robertson,Male
45427,Tiffany,Johnson,Dallas,22896,Cash,163,Pro03,Travis Doyle,Male
45418,Diana,Williams,Phoenix,35841,Mobile Payment,364,Pro03,Joseph Hill,Male
45470,Benjamin,Miles,Dallas,27528,Cash,57,Pro03,Joseph Hill,Male
45347,Jacqueline,Davenport,New York,24555,Credit Card,461,Pro06,April Watkins,Male
45414,Danielle,Jones,Phoenix,23514,Credit Card,351,Pro06,Travis Doyle,Male
45501,John,Robinson,San Antonio,18841,Credit Card,202,Pro10,Tracy Lee,Male
45319,Tiffany,Torres,Philadelphia,35437,Mobile Payment,423,Pro07,Sara Robertson,Male
45436,Courtney,Schaefer,Los Angeles,24763,Cash,94,Pro08,Travis Doyle,Male
45439,Trevor,Gallagher,San Antonio,38922,Cash,56,Pro10,Joseph Hill,Male
45390,Amanda,Williams,Phoenix,34969,Mobile Payment,397,Pro02,Tracy Lee,Male
45402,Richard,Miller,New York,31715,Cash,105,Pro01,Sara Robertson,Male
45392,Jennifer,Harvey,San Antonio,32757,Mobile Payment,325,Pro10,Travis Doyle,Female
45479,Andrea,Smith,Los Angeles,25627,Cash,274,Pro10,Joseph Hill,Male
45444,Judy,Coleman,Chicago,29941,Debit Card,338,Pro01,Joseph Hill,Male
45417,Lisa,White,Houston,20878,Credit Card,119,Pro09,April Watkins,Male
45451,Kevin,Williams,San Diego,38358,Cash,291,Pro05,Travis Doyle,Male
45484,Jonathan,Acosta,San Antonio,37897,Debit Card,135,Pro04,Tracy Lee,Male
45443,Donna,Nguyen,Philadelphia,31542,Debit Card,124,Pro02,Sara Robertson,Male
45430,Ryan,Wheeler,Dallas,31570,Debit Card,280,Pro07,Travis Doyle,Male
45408,Jessica,Baker,Houston,23210,Debit Card,186,Pro03,Joseph Hill,Male
45421,Stacey,Johnston,San Antonio,37563,Cash,464,Pro04,Tracy Lee,Male
45492,Adam,Bailey,Phoenix,32488,Debit Card,452,Pro10,Sara Robertson,Male
45375,Katherine,Benson,Chicago,35104,Mobile Payment,498,Pro05,Travis Doyle,Male
45327,Bobby,Jones,San Jose,26626,Mobile Payment,432,Pro03,Joseph Hill,Male
45417,Haley,Johnson,Los Angeles,34093,Cash,385,Pro04,Joseph Hill,Male
45432,Natalie,Garcia,Los Angeles,23986,Debit Card,247,Pro06,April Watkins,Male
45334,Sherry,Roberts,Dallas,23208,Debit Card,36,Pro01,Travis Doyle,Male
45340,Brent,Abbott,New York,33124,Cash,376,Pro07,Tracy Lee,Male
45368,Patrick,Simmons,San Diego,24423,Credit Card,247,Pro09,Sara Robertson,Male
45369,Jennifer,Herrera,Philadelphia,26483,Cash,219,Pro09,Travis Doyle,Female
45457,Jessica,Rosales,Dallas,16178,Debit Card,354,Pro09,Joseph Hill,Male
45371,Sara,Miller,Philadelphia,16003,Debit Card,365,Pro05,Tracy Lee,Male
45408,John,Baker,Philadelphia,32507,Credit Card,484,Pro03,Sara Robertson,Male
45489,Christina,Hansen,San Diego,38475,Mobile Payment,243,Pro08,Travis Doyle,Male
45368,David,Lee,San Diego,35665,Debit Card,339,Pro05,Joseph Hill,Male
45419,Victoria,Edwards,Chicago,23826,Mobile Payment,54,Pro01,Joseph Hill,Male
45384,Keith,Roach,Chicago,32384,Cash,233,Pro06,April Watkins,Male
45352,Sean,Campbell,New York,26201,Cash,68,Pro06,Travis Doyle,Male
45384,Lisa,Bowman,Houston,23371,Debit Card,41,Pro06,Tracy Lee,Male
45439,Carla,Miller,Chicago,26729,Credit Card,253,Pro08,Sara Robertson,Male
45460,Michael,Trevino,Los Angeles,18918,Mobile Payment,230,Pro08,Travis Doyle,Male
45363,Kayla,Mason,San Antonio,34211,Credit Card,339,Pro07,Joseph Hill,Male
45444,Gina,Russell,Philadelphia,27780,Debit Card,383,Pro08,Tracy Lee,Male
45295,Phillip,Glass,Los Angeles,32611,Debit Card,500,Pro09,Sara Robertson,Male
45493,David,Brooks,Los Angeles,29885,Cash,63,Pro01,Travis Doyle,Male
45391,James,Norris,Chicago,33819,Cash,166,Pro10,Joseph Hill,Male
45334,Alexis,Hutchinson,Phoenix,16359,Cash,490,Pro03,Joseph Hill,Male
45393,Nichole,Sampson,Philadelphia,24571,Mobile Payment,10,Pro07,April Watkins,Male
45406,Victor,Davila,San Diego,19879,Mobile Payment,320,Pro08,Travis Doyle,Male
45430,Heather,Dorsey,San Jose,31536,Cash,144,Pro07,Tracy Lee,Male
45335,Michael,Hodges,New York,21197,Debit Card,115,Pro09,Sara Robertson,Male
45473,Steven,Johnson,Philadelphia,32562,Credit Card,203,Pro05,Travis Doyle,Male
45342,Ryan,Miller,Chicago,16610,Cash,275,Pro02,Joseph Hill,Male
45451,John,Thompson,Phoenix,19727,Cash,176,Pro09,Tracy Lee,Male
45416,Marcus,Smith,San Antonio,20896,Debit Card,228,Pro08,Sara Robertson,Male
45320,Stephanie,Lester,Dallas,21315,Debit Card,446,Pro10,Travis Doyle,Male
45333,Stephen,Rodriguez,Houston,28741,Credit Card,291,Pro05,Joseph Hill,Male
45357,Donna,Smith,Dallas,36867,Credit Card,271,Pro06,Joseph Hill,Male
45299,Emily,Vasquez,Los Angeles,24968,Debit Card,492,Pro04,April Watkins,Male
45388,Stephen,Pittman,Phoenix,27416,Debit Card,485,Pro06,Travis Doyle,Male
45343,Noah,Lee,San Antonio,18996,Debit Card,451,Pro07,Tracy Lee,Male
45299,Reginald,Lamb,Chicago,33356,Cash,181,Pro05,Sara Robertson,Male
45295,Anna,Perez,San Diego,36961,Mobile Payment,386,Pro10,Travis Doyle,Male
45425,John,Campos,San Jose,34449,Debit Card,137,Pro03,Joseph Hill,Male
45337,Carl,Stewart,Phoenix,27409,Debit Card,239,Pro05,Tracy Lee,Male
45498,Robert,Douglas,Los Angeles,19715,Credit Card,107,Pro01,Sara Robertson,Male
45353,Christopher,Bryan,New York,30775,Mobile Payment,124,Pro04,Travis Doyle,Male
45330,Summer,Riley,Houston,34851,Debit Card,474,Pro02,Joseph Hill,Male
45314,Candace,Graves,Philadelphia,20448,Mobile Payment,147,Pro07,Joseph Hill,Male
45387,Derrick,Atkinson,Philadelphia,21409,Mobile Payment,168,Pro09,April Watkins,Male
45402,Danielle,Parker,San Diego,24087,Credit Card,125,Pro07,Travis Doyle,Male
45321,Wayne,Lopez,Houston,35381,Debit Card,487,Pro08,Tracy Lee,Male
45323,Omar,Vega,Dallas,27131,Credit Card,455,Pro03,Sara Robertson,Male
45436,Michael,Johnson,San Diego,33759,Mobile Payment,208,Pro02,Travis Doyle,Male
45484,Michael,Becker,Dallas,23839,Cash,12,Pro09,Joseph Hill,Male
45471,Katherine,Zimmerman,Chicago,17150,Mobile Payment,78,Pro09,Tracy Lee,Male
45471,Gary,Morgan,San Antonio,38052,Debit Card,346,Pro03,Sara Robertson,Male
45347,Christopher,Walsh,Chicago,27892,Debit Card,121,Pro04,Travis Doyle,Male
45409,Lisa,Burton,Dallas,16065,Cash,382,Pro01,Joseph Hill,Male
45429,David,Brown,Houston,28631,Credit Card,36,Pro10,Joseph Hill,Male
45483,Sarah,Payne,San Jose,25494,Debit Card,395,Pro09,April Watkins,Male
45449,Shawn,Graham,Philadelphia,28329,Debit Card,329,Pro05,Travis Doyle,Male
45437,Jamie,Wade,New York,28741,Credit Card,234,Pro08,Tracy Lee,Male
45345,Alexander,Alexander,San Jose,31179,Credit Card,296,Pro10,Sara Robertson,Male
45486,Kevin,French,Houston,36023,Cash,422,Pro08,Travis Doyle,Male
45405,Marvin,Thompson,Phoenix,18021,Mobile Payment,462,Pro07,Joseph Hill,Male
45474,Brett,Stark,Philadelphia,20416,Mobile Payment,236,Pro08,Tracy Lee,Male
45300,Danielle,Smith,San Jose,16258,Mobile Payment,351,Pro08,Sara Robertson,Male
45486,Eric,Lozano,Houston,27818,Mobile Payment,131,Pro03,Travis Doyle,Male
45484,Carla,Lawrence,San Diego,22079,Mobile Payment,104,Pro07,Joseph Hill,Male
45319,Heidi,Sharp,Dallas,24686,Credit Card,421,Pro08,Joseph Hill,Male
45401,Leslie,Bennett,Los Angeles,30765,Mobile Payment,47,Pro02,April Watkins,Male
45401,Jose,Barber,Houston,38861,Mobile Payment,487,Pro07,Travis Doyle,Male
45466,David,Erickson,Philadelphia,34293,Mobile Payment,420,Pro06,Tracy Lee,Male
45476,John,Graham,Los Angeles,16819,Cash,428,Pro04,Sara Robertson,Male
45294,Michelle,Gibbs,San Diego,30153,Debit Card,398,Pro03,Travis Doyle,Male
45429,John,Johnson,Philadelphia,19202,Cash,260,Pro07,Joseph Hill,Male
45413,Rachael,Stanley,San Diego,16035,Debit Card,61,Pro01,Tracy Lee,Male
45479,Dawn,Porter,San Diego,25002,Mobile Payment,92,Pro09,Sara Robertson,Male
45364,Emily,Vaughn,Houston,29687,Credit Card,279,Pro01,Travis Doyle,Male
45486,Jonathan,Edwards,Phoenix,33300,Mobile Payment,262,Pro08,Joseph Hill,Male
45494,Melissa,Mayo,Phoenix,16297,Debit Card,48,Pro07,Joseph Hill,Male
45294,Michael,Garcia,Chicago,27804,Debit Card,326,Pro03,April Watkins,Male
45442,Lori,Wagner,New York,37888,Credit Card,125,Pro08,Travis Doyle,Male
45309,Thomas,Lee,San Diego,24813,Mobile Payment,272,Pro05,Tracy Lee,Male
45470,Debra,Newton,Philadelphia,37679,Cash,411,Pro07,Sara Robertson,Male
45336,Sandy,Russell,San Antonio,26227,Cash,157,Pro01,Travis Doyle,Male
45364,James,Banks,San Diego,24869,Credit Card,98,Pro06,Joseph Hill,Male
45314,Valerie,Conner,Phoenix,30998,Cash,355,Pro01,Tracy Lee,Male
45420,Vanessa,Peterson,San Antonio,15957,Credit Card,477,Pro04,Sara Robertson,Male
45423,Jessica,Mcclain,Philadelphia,33327,Cash,235,Pro08,Travis Doyle,Male
45392,Linda,Richards,Chicago,20733,Mobile Payment,351,Pro08,Joseph Hill,Female
45452,Kevin,Floyd,Houston,19104,Mobile Payment,198,Pro06,Joseph Hill,Male
45393,Vanessa,Henry,Phoenix,37520,Cash,35,Pro07,April Watkins,Male
45299,Catherine,Mcintyre,Dallas,26088,Cash,479,Pro02,Travis Doyle,Male
45387,Leah,Lewis,Chicago,20864,Debit Card,117,Pro10,Tracy Lee,Male
45492,Corey,Velasquez,Phoenix,17996,Credit Card,186,Pro03,Sara Robertson,Male
45414,Bryan,Thomas,San Diego,30611,Mobile Payment,192,Pro06,Travis Doyle,Male
45452,Ashley,Brown,Dallas,20679,Debit Card,456,Pro02,Joseph Hill,Male
45458,Lauren,Kramer,Houston,28247,Debit Card,99,Pro07,Tracy Lee,Male
45405,Lori,Rush,San Diego,19668,Credit Card,428,Pro08,Sara Robertson,Male
45412,Raymond,Nixon,Houston,32981,Debit Card,283,Pro10,Travis Doyle,Male
45306,Jessica,Lewis,Houston,23007,Mobile Payment,415,Pro02,Joseph Hill,Male
45478,Timothy,Mcfarland,San Antonio,27509,Credit Card,200,Pro03,Joseph Hill,Male
45423,Natalie,Nguyen,Philadelphia,18066,Credit Card,466,Pro01,April Watkins,Male
45444,Michael,Shaw,San Antonio,34945,Mobile Payment,397,Pro01,Travis Doyle,Male
45500,Tiffany,Fernandez,San Diego,17970,Credit Card,325,Pro03,Tracy Lee,Male
45411,Jeanne,Lester,San Jose,28120,Credit Card,382,Pro06,Sara Robertson,Male
45312,Rachel,Castillo,Phoenix,25896,Credit Card,226,Pro02,Travis Doyle,Male
45405,Brittney,Miller,Houston,34314,Credit Card,94,Pro09,Joseph Hill,Male
45377,Joshua,Rivas,San Antonio,31508,Credit Card,330,Pro04,Tracy Lee,Male
45301,Dana,Smith,Dallas,16099,Cash,72,Pro08,Sara Robertson,Male
45345,Michael,Coffey,Dallas,34640,Credit Card,20,Pro03,Travis Doyle,Male
45313,David,Williams,New York,19374,Credit Card,75,Pro07,Joseph Hill,Male
45449,Nicholas,Lester,Los Angeles,37476,Credit Card,360,Pro07,Joseph Hill,Male
45465,Brian,Mercer,San Antonio,21507,Cash,267,Pro10,April Watkins,Male
45374,Timothy,Novak,Dallas,37163,Credit Card,312,Pro01,Travis Doyle,Male
45466,Allison,Jordan,San Jose,18424,Mobile Payment,465,Pro04,Tracy Lee,Male
45441,Jessica,Turner,Los Angeles,26329,Credit Card,50,Pro05,Sara Robertson,Male
45427,Marcia,Meyers,Phoenix,26233,Credit Card,71,Pro09,Travis Doyle,Male
45418,Raven,Booth,Dallas,25685,Cash,191,Pro01,Joseph Hill,Male
45481,Stephanie,Mason,New York,26080,Credit Card,126,Pro09,Tracy Lee,Male
45429,Scott,Duffy,San Antonio,26739,Debit Card,198,Pro07,Sara Robertson,Male
45492,William,Williams,Phoenix,28128,Credit Card,39,Pro08,Travis Doyle,Male
45488,Robert,Williams,San Jose,26981,Mobile Payment,223,Pro03,Joseph Hill,Male
45400,Kimberly,Martinez,Philadelphia,22213,Debit Card,345,Pro06,Joseph Hill,Male
45488,Sara,Vance,Phoenix,38925,Credit Card,447,Pro08,April Watkins,Male
45397,Rose,Fitzgerald,San Jose,35987,Cash,368,Pro10,Travis Doyle,Male
45399,Jennifer,Carter,Philadelphia,25357,Credit Card,98,Pro02,Tracy Lee,Female
45357,Nicole,Baker,San Diego,37393,Cash,396,Pro05,Sara Robertson,Male
45384,Amy,Lopez,Los Angeles,21739,Cash,15,Pro09,Travis Doyle,Male
45424,Michael,Winters,Philadelphia,20876,Debit Card,66,Pro09,Joseph Hill,Male
45458,Erin,Bowen,New York,27658,Credit Card,271,Pro09,Tracy Lee,Male
45296,Kevin,Hart,Phoenix,35732,Mobile Payment,165,Pro02,Sara Robertson,Male
45416,Debra,Cooley,Phoenix,21845,Credit Card,224,Pro02,Travis Doyle,Male
45338,Chase,Martinez,Houston,35589,Cash,417,Pro05,Joseph Hill,Male
45365,Kevin,Willis,Los Angeles,20220,Debit Card,209,Pro06,Joseph Hill,Male
45360,David,Mcfarland,Los Angeles,24818,Debit Card,449,Pro03,April Watkins,Male
45408,James,Carpenter,Dallas,36361,Mobile Payment,439,Pro10,Travis Doyle,Male
45338,Paul,Roberts,Los Angeles,28687,Credit Card,229,Pro02,Tracy Lee,Male
45476,Ricky,Carr,Los Angeles,28938,Credit Card,449,Pro03,Sara Robertson,Male
45370,Mark,King,New York,21098,Debit Card,384,Pro01,Travis Doyle,Male
45408,Heather,James,San Diego,19117,Debit Card,14,Pro03,Joseph Hill,Male
45301,Adam,Jones,New York,22286,Debit Card,473,Pro07,Tracy Lee,Male
45503,Kyle,Stark,New York,24358,Cash,99,Pro06,Sara Robertson,Male
45350,Jenna,Porter,Chicago,18552,Cash,391,Pro03,Travis Doyle,Male
45484,Richard,Floyd,New York,32048,Mobile Payment,300,Pro05,Joseph Hill,Male
45372,Oscar,King,Houston,19712,Credit Card,233,Pro06,Joseph Hill,Male
45433,Shawn,Brown,San Antonio,38648,Cash,460,Pro01,April Watkins,Male
45307,Marcus,Hinton,Los Angeles,19786,Mobile Payment,373,Pro09,Travis Doyle,Male
45311,Ariel,Jackson,New York,25895,Cash,225,Pro04,Tracy Lee,Male
45311,Aaron,Baker,Philadelphia,24686,Cash,233,Pro06,Sara Robertson,Male
45321,Cody,Shepard,Los Angeles,30882,Cash,143,Pro03,Travis Doyle,Male
45365,Lisa,Wolfe,Philadelphia,17731,Mobile Payment,167,Pro04,Joseph Hill,Male
45389,Robert,Turner,Chicago,35263,Cash,470,Pro03,Tracy Lee,Male
45494,Christina,Anderson,Phoenix,37635,Credit Card,20,Pro03,Sara Robertson,Male
45433,Lori,Fitzpatrick,San Antonio,31405,Credit Card,317,Pro02,Travis Doyle,Male
45335,Carol,Mckenzie,San Antonio,28284,Credit Card,421,Pro06,Joseph Hill,Male
45434,Tiffany,Peterson,Dallas,28616,Credit Card,122,Pro09,Joseph Hill,Male
45464,Joe,Jackson,New York,35724,Credit Card,193,Pro01,April Watkins,Male
45480,Elaine,Edwards,Chicago,19478,Mobile Payment,231,Pro08,Travis Doyle,Male
45412,Lisa,Mcdaniel,Philadelphia,26505,Mobile Payment,427,Pro02,Tracy Lee,Male
45304,Katelyn,Wilkins,Houston,19693,Cash,326,Pro03,Sara Robertson,Male
45323,Brittney,Mata,Phoenix,20458,Mobile Payment,74,Pro07,Travis Doyle,Male
45396,Brian,Welch,Houston,25646,Cash,289,Pro04,Joseph Hill,Male
45352,Jaime,Turner,Chicago,24153,Credit Card,81,Pro07,Tracy Lee,Male
45358,Donald,Rose,Phoenix,24459,Debit Card,135,Pro05,Sara Robertson,Male
45337,Matthew,Paul,San Antonio,17071,Credit Card,165,Pro10,Travis Doyle,Male
45381,Valerie,Harrell,Chicago,21869,Credit Card,346,Pro01,Joseph Hill,Male
45294,Robert,Vang,Chicago,20572,Cash,168,Pro01,Joseph Hill,Male
45459,Brett,Lamb,Philadelphia,28903,Mobile Payment,59,Pro03,April Watkins,Male
45481,Janice,Wilson,Los Angeles,20238,Debit Card,385,Pro10,Travis Doyle,Male
45338,Robert,Berry,Dallas,26631,Debit Card,380,Pro08,Tracy Lee,Male
45361,Eric,Young,Chicago,29226,Credit Card,137,Pro05,Sara Robertson,Male
45392,Amanda,King,Houston,32142,Cash,364,Pro08,Travis Doyle,Male
45459,Patricia,Evans,San Jose,29016,Mobile Payment,282,Pro08,Joseph Hill,Male
45337,Allison,Dudley,Chicago,32063,Cash,371,Pro01,Tracy Lee,Male
45428,Samuel,Anderson,San Antonio,27196,Debit Card,276,Pro08,Sara Robertson,Male
45431,Timothy,Alexander,San Diego,22542,Mobile Payment,292,Pro02,Travis Doyle,Male
45303,Benjamin,Hernandez,Dallas,31177,Mobile Payment,60,Pro02,Joseph Hill,Male
45402,Stephanie,Arroyo,Los Angeles,31414,Credit Card,74,Pro07,Joseph Hill,Male
45405,Andrew,Lloyd,Philadelphia,16886,Credit Card,339,Pro04,April Watkins,Male
45476,Dorothy,Olsen,New York,25271,Debit Card,304,Pro06,Travis Doyle,Female
45403,David,Bennett,Philadelphia,21836,Credit Card,41,Pro01,Tracy Lee,Male
45466,Dawn,Miller,Phoenix,21641,Debit Card,180,Pro10,Sara Robertson,Male
45309,Christina,Williams,Dallas,35927,Cash,446,Pro08,Travis Doyle,Male
45495,Melissa,Smith,Houston,30482,Mobile Payment,299,Pro08,Joseph Hill,Male
45368,Elizabeth,Webb,Houston,29775,Credit Card,100,Pro06,Tracy Lee,Female
45377,David,West,Los Angeles,29945,Credit Card,23,Pro03,Sara Robertson,Male
45500,Joseph,Nixon,Chicago,29659,Debit Card,385,Pro05,Travis Doyle,Male
45406,Kristen,Jones,Dallas,35041,Mobile Payment,394,Pro03,Joseph Hill,Male
45419,Sherry,Rojas,San Jose,24328,Mobile Payment,149,Pro08,Joseph Hill,Male
45384,Darin,Richardson,Chicago,29586,Cash,63,Pro08,April Watkins,Male
45344,Thomas,Evans,Phoenix,36659,Credit Card,245,Pro04,Travis Doyle,Male
45397,Bianca,Steele,Phoenix,28573,Debit Card,439,Pro03,Tracy Lee,Male
45415,Daniel,Lucas,San Jose,34351,Credit Card,184,Pro08,Sara Robertson,Male
45436,John,Davis,Chicago,25072,Mobile Payment,334,Pro01,Travis Doyle,Male
45324,Terri,Smith,Los Angeles,20731,Mobile Payment,132,Pro05,Joseph Hill,Male
45426,Frank,Hamilton,San Jose,25268,Mobile Payment,124,Pro03,Tracy Lee,Male
45293,Travis,Barker,Houston,30307,Cash,30,Pro09,Sara Robertson,Male
45346,Kyle,Page,Dallas,23204,Mobile Payment,202,Pro03,Travis Doyle,Male
45393,Jennifer,Johnson,Houston,20404,Mobile Payment,275,Pro09,Joseph Hill,Female
45486,Thomas,Cruz,Chicago,30161,Mobile Payment,115,Pro07,Joseph Hill,Male
45496,Michael,Roth,Los Angeles,33347,Mobile Payment,290,Pro03,April Watkins,Male
45292,John,Hale,Philadelphia,19783,Mobile Payment,18,Pro06,Travis Doyle,Male
45475,Justin,Welch,Philadelphia,34778,Mobile Payment,416,Pro06,Tracy Lee,Male
45300,Douglas,Phillips,Houston,36798,Credit Card,254,Pro02,Sara Robertson,Male
45483,Nicholas,Johnson,San Diego,26537,Cash,197,Pro09,Travis Doyle,Male
45314,Patrick,Grant,San Jose,35441,Cash,392,Pro03,Joseph Hill,Male
45451,Claire,Lynn,San Antonio,19102,Cash,312,Pro09,Tracy Lee,Male
45324,Alan,Erickson,Phoenix,30432,Mobile Payment,28,Pro02,Sara Robertson,Male
45477,Joseph,Ferguson,Dallas,37542,Credit Card,89,Pro10,Travis Doyle,Male
45378,Charles,Gordon,San Diego,22591,Debit Card,159,Pro04,Joseph Hill,Male
45454,Cesar,Barnett,Los Angeles,34241,Cash,445,Pro07,Joseph Hill,Male
45367,Kayla,Owen,Philadelphia,24406,Credit Card,165,Pro10,April Watkins,Male
45449,Chelsea,Stout,Chicago,29883,Mobile Payment,213,Pro03,Travis Doyle,Male
45494,Anthony,Bradford,San Antonio,22713,Credit Card,162,Pro08,Tracy Lee,Male
45417,Nathan,Hernandez,Chicago,29159,Mobile Payment,373,Pro04,Sara Robertson,Male
45411,Charles,Flores,Houston,25076,Mobile Payment,104,Pro08,Travis Doyle,Male
45359,Adam,Brown,San Antonio,30395,Credit Card,228,Pro09,Joseph Hill,Male
45448,Jonathon,Conley,Chicago,31121,Credit Card,387,Pro07,Tracy Lee,Male
45372,Joshua,Clark,Philadelphia,30371,Mobile Payment,260,Pro04,Sara Robertson,Male
45451,Anthony,Henderson,San Jose,18598,Credit Card,366,Pro02,Travis Doyle,Male
45338,Robert,Fisher,San Antonio,21487,Credit Card,202,Pro01,Joseph Hill,Male
45446,Joseph,Navarro,Philadelphia,29611,Credit Card,196,Pro10,Joseph Hill,Male
45426,Roberta,Dunn,Chicago,18797,Cash,76,Pro01,April Watkins,Male
45420,Terri,Mcmillan,Dallas,17562,Mobile Payment,434,Pro04,Travis Doyle,Male
45452,Erin,Smith,Los Angeles,35387,Mobile Payment,83,Pro05,Tracy Lee,Male
45388,Craig,Horne,San Antonio,18607,Mobile Payment,79,Pro03,Sara Robertson,Male
45381,Tina,Collins,San Diego,25090,Mobile Payment,483,Pro08,Travis Doyle,Male
45419,Michael,Hoffman,Philadelphia,28617,Credit Card,426,Pro06,Joseph Hill,Male
45458,Christina,Brady,San Antonio,37668,Debit Card,288,Pro02,Tracy Lee,Male
45434,John,Ware,New York,18700,Credit Card,273,Pro08,Sara Robertson,Male
45320,Amanda,Rowe,San Antonio,21399,Cash,40,Pro07,Travis Doyle,Male
45335,Jared,Bruce,Houston,33740,Mobile Payment,83,Pro04,Joseph Hill,Male
45299,Darryl,Robinson,San Antonio,34369,Cash,49,Pro02,Joseph Hill,Male
45485,Stephanie,Boyer,Los Angeles,16543,Credit Card,493,Pro08,April Watkins,Male
45302,Mark,Delgado,Houston,32773,Credit Card,14,Pro02,Travis Doyle,Male
45479,Wendy,Nixon,San Jose,17690,Debit Card,492,Pro08,Tracy Lee,Male
45305,Michaela,Baker,Houston,22926,Cash,429,Pro03,Sara Robertson,Male
45365,Carmen,Lara,New York,36598,Credit Card,251,Pro03,Travis Doyle,Male
45308,Tracey,Arias,Houston,22370,Debit Card,243,Pro05,Joseph Hill,Male
45351,Janet,Knight,San Diego,21921,Debit Card,288,Pro09,Tracy Lee,Male
45465,Nancy,Jones,Houston,34435,Mobile Payment,485,Pro08,Sara Robertson,Male
45337,Bryan,Murphy,Chicago,21704,Mobile Payment,246,Pro08,Travis Doyle,Male
45391,Steven,Smith,Phoenix,25273,Mobile Payment,127,Pro02,Joseph Hill,Male
45384,Stephanie,Martinez,San Jose,19826,Debit Card,53,Pro03,Joseph Hill,Male
45293,Jason,Hood,Phoenix,30075,Credit Card,371,Pro03,April Watkins,Male
45436,Matthew,Singh,New York,20429,Debit Card,303,Pro08,Travis Doyle,Male
45456,Pamela,Hernandez,Chicago,38212,Cash,35,Pro10,Travis Doyle,Male
45503,Sarah,Hunter,San Diego,28635,Credit Card,62,Pro09,Joseph Hill,Male
45394,Dustin,Anderson,San Antonio,18437,Credit Card,476,Pro07,April Watkins,Male
45481,Meghan,Ortiz,San Diego,16079,Credit Card,288,Pro07,Elizabeth Guerrero,Male
45501,Renee,Arnold,Houston,16765,Credit Card,489,Pro06,Tracy Lee,Male
45339,Andrew,Huynh,San Antonio,36750,Mobile Payment,48,Pro09,Sara Robertson,Male
45419,Colleen,Harris,New York,34673,Debit Card,288,Pro04,Katie Stanton,Male
45423,Heidi,Parker,San Jose,22349,Mobile Payment,278,Pro03,Susan Dean,Male
45388,Marvin,Galvan,Dallas,18221,Debit Card,433,Pro05,Travis Doyle,Male
45323,David,Phelps,Philadelphia,19128,Mobile Payment,336,Pro03,Joseph Hill,Male
45490,Linda,Ortiz,Dallas,35467,Credit Card,163,Pro02,April Watkins,Female
45316,Nathan,Reeves,San Antonio,36516,Cash,65,Pro10,April Watkins,Male
